CAD$,,,,,,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Cost of Goods Sold,Cost of Goods Sold,Cost of Goods Sold,Cost of Goods Sold,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Below The Line,Below The Line,Below The Line,Below The Line,Below The Line,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Equity,Equity,Equity,,,,,,,,,,,,,,,,,
2026-02-06,Payroll Deposit,PAYROLL,-24074.61,"11,434.65",,,,,,,,,,,,,,,,,,,24074.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-06,EF0206 12374336,,138.72,"11,573.37",,-138.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-06,MC DEP 12233920,,1949.99,"13,523.36",,-1949.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-06,MC FEE 12233920,,-35.68,"13,487.68",,,,,,,,,,,,,,,,,,,35.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-06,VSA DEP12233920,,5540.16,"19,027.84",,-5540.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-06,VSA DEP12374336,,107.38,"19,135.22",,-107.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-06,VSA FEE12233920,,-112.93,"19,022.29",,,,,,,,,,,,,,,,,,,112.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-09,Misc Payment,HSA CAD CAN,-17.18,"19,005.11",,,,,,,,,,,,,,,,,,,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-09,Misc Payment,PAYPAL,61.12,"19,066.23",,-61.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-09,MC FEE 12233920,,-0.1,"19,066.13",,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-09,VSA DEP12233920,,201.56,"19,267.69",,-201.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-09,VSA DEP12233920,,1551.65,"20,819.34",,-1551.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-09,VSA FEE12233920,,-3.1,"20,816.24",,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-09,VSA FEE12233920,,-0.26,"20,815.98",,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-09,VSA FEE12233920,,-25.97,"20,790.01",,,,,,,,,,,,,,,,,,,25.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-10,Federal Payment,CANADA,-2053.34,"18,736.67",,,,,,,,,,,,,,,,,,,2053.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-10,Bill Payment,FortisBC Energy,-752.87,"17,983.80",,,,,,,,,,,,,,,,,,,752.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-10,MC DEP 12233920,,2168.53,"20,152.33",,-2168.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-10,MC FEE 12233920,,-52.42,"20,099.91",,,,,,,,,,,,,,,,,,,52.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-10,Online transfer sent - 4734,,-8000,"12,099.91",,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-10,VSA DEP12233920,,4774.33,"16,874.24",,-4774.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-10,VSA FEE12233920,,-91.75,"16,782.49",,,,,,,,,,,,,,,,,,,91.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-11,MC DEP 12233920,,5135.29,"21,917.78",,-5135.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-11,MC FEE 12233920,,-103.38,"21,814.40",,,,,,,,,,,,,,,,,,,103.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-11,VSA DEP12233920,,3665.85,"25,480.25",,-3665.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-11,VSA FEE12233920,,-64.81,"25,415.44",,,,,,,,,,,,,,,,,,,64.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-12,Online Banking payment - 2294,HUB INTL-BARTON,-50,"25,365.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-12,Misc Payment,PAYPAL,2160.4,"27,525.84",,-2160.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-12,COMMERCIAL TAXES,TXINS 9556460,-5000,"22,525.84",,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-12,EF0212 12374336,,65.57,"22,591.41",,-65.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-12,MC DEP 12233920,,208.75,"22,800.16",,-208.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-12,MC FEE 12233920,,-5.12,"22,795.04",,,,,,,,,,,,,,,,,,,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-12,Online transfer sent - 7500,,-8000,"14,795.04",,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-12,VSA DEP12233920,,3219.19,"18,014.23",,-3219.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-12,VSA FEE12233920,,-85.17,"17,929.06",,,,,,,,,,,,,,,,,,,85.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-13,Misc Payment,HSA CAD CAN,-306.02,"17,623.04",,,,,,,,,,,,,,,,,,,306.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-13,AMX DEP12374336,,409.5,"18,032.54",,-409.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-13,MC DEP 12374336,,33.59,"18,066.13",,-33.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-13,VSA DEP12233920,,2612.89,"20,679.02",,-2612.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-13,VSA FEE12233920,,-60.73,"20,618.29",,,,,,,,,,,,,,,,,,,60.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,Scheduled payment,FT916793131,-15141.75,"5,476.54",,,,,,,,,,,,,,,,,,,,,,,,,,,15141.75,,,,,,,,,,,,,,,,,,,,,0,,TRF-094,CAN 1015 USD,Y,-11008.05225,,,,,,,,,,,60
2026-02-16,Direct Deposits (PDS) service total,GRADS8318600000,-804.02,"4,672.52",,,,,,,,,,,,,,,,,,,804.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,Misc Payment,RBC CREDIT CARD,-1980.34,"2,692.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.34,,,,,,,,,,,,,,,,,,,,0,,TRF-V5-008,CAN 2130 CAD,N,,,,,,,,,,,,61
2026-02-16,Misc Payment,RBC CREDIT CARD,-113.5,"2,578.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,113.5,,,,,,,,,,,,,,,,,,,,0,,TRF-V7-004,CAN 2190 CAD,,,,,,,,,,,,,62
2026-02-16,Misc Payment,RBC CREDIT CARD,-20688.23,"-18,109.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,20688.23,,,,,,,,,,,,,,,,,,,,0,,TRF-V4-007,CAN 2110 CAD,,,,,,,,,,,,,63
2026-02-16,e-Transfer sent,Shipco,-590,"-18,699.55",,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,Web payment,WIRE7604700937,-194.08,"-18,893.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.08,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,MC DEP 12233920,,65.13,"-18,828.50",,-65.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,MC DEP 12233920,,1096.45,"-17,732.05",,-1096.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,MC FEE 12233920,,-0.06,"-17,732.11",,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,MC FEE 12233920,,-1.43,"-17,733.54",,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,MC FEE 12233920,,-22.32,"-17,755.86",,,,,,,,,,,,,,,,,,,22.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,VSA DEP12233920,,1928.11,"-15,827.75",,-1928.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,VSA DEP12233920,,5167.61,"-10,660.14",,-5167.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,VSA FEE12233920,,-117.57,"-10,777.71",,,,,,,,,,,,,,,,,,,117.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-16,VSA FEE12233920,,-32.14,"-10,809.85",,,,,,,,,,,,,,,,,,,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-17,LOAN CREDIT,,15000,"4,190.15",,,,,,,,,,,,,,,,,,,,,,,,,,-15000,,,,,,,,,,,,,,,,,,,,,,0,,TRF-027,CAN 1050 CAD$,N,10905,,,,,,,,,,,64
2026-02-17,MC FEE 12233920,,-0.06,"4,190.09",,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-17,VSA FEE12233920,,-0.14,"4,189.95",,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Business PAD,Clearbridge Bus,-448.88,"3,741.07",,,,,,,,,,,,,,,,,,,448.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Online Banking payment - 1143,CUMBERLAND-UTIL,-357.11,"3,383.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Credit memo,FT916800586,27332,"30,715.96",,,,,,,,,,,,,,,,,,,,,,,,,,-27332,,,,,,,,,,,,,,,,,,,,,,0,,TRF-093,CAN 1015 USD,Y,19870.364,,,,,,,,,,,65
2026-02-18,Scheduled payment,FT916801649,-3430.75,"27,285.21",,,,,,,,,,,,,,,,,,,,,,,,,,,3430.75,,,,,,,,,,,,,,,,,,,,,0,,TRF-096,CAN 1015 USD,Y,-2494.15525,,,,,,,,,,,66
2026-02-18,Scheduled payment,FT916801757,-3430.75,"23,854.46",,,,,,,,,,,,,,,,,,,,,,,,,,,3430.75,,,,,,,,,,,,,,,,,,,,,0,,TRF-095,CAN 1015 USD,Y,-2494.15525,,,,,,,,,,,67
2026-02-18,Misc Payment,HSA CAD CAN,-393.86,"23,460.60",,,,,,,,,,,,,,,,,,,393.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-2804.08,"20,656.52",,,,,,,,,,,,,,,,,,,2804.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1917.73,"18,738.79",,,,,,,,,,,,,,,,,,,1917.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-2096.24,"16,642.55",,,,,,,,,,,,,,,,,,,2096.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1843.86,"14,798.69",,,,,,,,,,,,,,,,,,,1843.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-4966.34,"9,832.35",,,,,,,,,,,,,,,,,,,4966.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1511.26,"8,321.09",,,,,,,,,,,,,,,,,,,1511.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1797.07,"6,524.02",,,,,,,,,,,,,,,,,,,1797.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-837.79,"5,686.23",,,,,,,,,,,,,,,,,,,837.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-3397.35,"2,288.88",,,,,,,,,,,,,,,,,,,3397.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1843.86,445.02,,,,,,,,,,,,,,,,,,,1843.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1797.07,"-1,352.05",,,,,,,,,,,,,,,,,,,1797.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1550.16,"-2,902.21",,,,,,,,,,,,,,,,,,,1550.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-4277.18,"-7,179.39",,,,,,,,,,,,,,,,,,,4277.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-2594.32,"-9,773.71",,,,,,,,,,,,,,,,,,,2594.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1445.43,"-11,219.14",,,,,,,,,,,,,,,,,,,1445.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1970.11,"-13,189.25",,,,,,,,,,,,,,,,,,,1970.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1739.32,"-14,928.57",,,,,,,,,,,,,,,,,,,1739.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1970.11,"-16,898.68",,,,,,,,,,,,,,,,,,,1970.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,Payroll Deposit,INTUIT 09826407,-1397.61,"-18,296.29",,,,,,,,,,,,,,,,,,,1397.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,MC DEP 12233920,,1537.89,"-16,758.40",,-1537.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,MC FEE 12233920,,-34.38,"-16,792.78",,,,,,,,,,,,,,,,,,,34.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,VSA DEP12233920,,8021.45,"-8,771.33",,-8021.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,VSA DEP12374336,,38.42,"-8,732.91",,-38.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-18,VSA FEE12233920,,-189.1,"-8,922.01",,,,,,,,,,,,,,,,,,,189.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-19,Misc Payment,PAYPAL,98.79,"-8,823.22",,-98.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-19,LOAN CREDIT,,10000,"1,176.78",,,,,,,,,,,,,,,,,,,,,,,,,,-10000,,,,,,,,,,,,,,,,,,,,,,0,,TRF-028,CAN 1050 CAD$,N,7270,,,,,,,,,,,68
2026-02-19,MC DEP 12233920,,2311.72,"3,488.50",,-2311.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-19,MC FEE 12233920,,-48.18,"3,440.32",,,,,,,,,,,,,,,,,,,48.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-19,VSA FEE12233920,,-0.2,"3,440.12",,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-20,e-Transfer sent,Waveform Media Group,-945,"2,495.12",,,,,,,,,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-20,MC DEP 12233920,,2918.92,"5,414.04",,-2918.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-20,MC FEE 12233920,,-83.52,"5,330.52",,,,,,,,,,,,,,,,,,,83.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-20,VSA DEP12233920,,955.6,"6,286.12",,-955.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-20,VSA FEE12233920,,-24.09,"6,262.03",,,,,,,,,,,,,,,,,,,24.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-23,Online Banking payment - 5711,CYCLES LAMBERT,-529.13,"5,732.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.13,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-23,Misc Payment,HSA CAD CAN,-10.95,"5,721.95",,,,,,,,,,,,,,,,,,,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-23,Other loan,Loan interest,-21.86,"5,700.09",,,,,,,,,,,,,,,,,,,21.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-23,Misc Payment,PAYPAL,448.56,"6,148.65",,-448.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-23,LOAN PAYMENT,,-5000,"1,148.65",,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,0,,TRF-029,CAN 1050 CAD$,N,-3635,,,,,,,,,,,69
2026-02-23,MC DEP 12233920,,4465.6,"5,614.25",,-4465.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-23,MC FEE 12233920,,-94.7,"5,519.55",,,,,,,,,,,,,,,,,,,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-23,VSA DEP12233920,,1620.9,"7,140.45",,-1620.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-23,VSA FEE12233920,,-31.09,"7,109.36",,,,,,,,,,,,,,,,,,,31.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-23,VSA FEE12233920,,-0.19,"7,109.17",,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-24,LOAN PAYMENT,,-5000,"2,109.17",,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,0,,TRF-030,CAN 1050 CAD$,N,-3635,,,,,,,,,,,70
2026-02-24,VSA DEP12233920,,1734.51,"3,843.68",,-1734.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-24,VSA FEE12233920,,-46.47,"3,797.21",,,,,,,,,,,,,,,,,,,46.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-25,PAD CCRA,CANADA,-6296.75,"-2,499.54",,,,,,,,,,,,,,,,,,,6296.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-25,e-Transfer sent,Waveform Media Group,-945,"-3,444.54",,,,,,,,,,,,,,,,,,,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-25,AMX DEP12233920,,179.82,"-3,264.72",,-179.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-25,VSA DEP12233920,,2194.75,"-1,069.97",,-2194.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-25,VSA FEE12233920,,-41.69,"-1,111.66",,,,,,,,,,,,,,,,,,,41.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-26,e-Transfer sent,lissimorephoto@gmail.com,-210,"-1,321.66",,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-26,AMX DEP12233920,,13.28,"-1,308.38",,-13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-26,BR TO BR - 1280,,1900,591.62,,,,,,,,,,,,,,,,,,,,,,,,,,-1900,,,,,,,,,,,,,,,,,,,,,,0,,,,,1381.3,,,,,,,,,,,
2026-02-26,LOAN CREDIT,,5000,"5,591.62",,,,,,,,,,,,,,,,,,,,,,,,,,-5000,,,,,,,,,,,,,,,,,,,,,,0,,TRF-031,CAN 1050 CAD$,N,3635,,,,,,,,,,,71
2026-02-26,VSA DEP12233920,,4445.79,"10,037.41",,-4445.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-26,VSA FEE12233920,,-79.01,"9,958.40",,,,,,,,,,,,,,,,,,,79.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-27,LOAN PAYMENT,,-5000,"4,958.40",,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,0,,TRF-032,CAN 1050 CAD$,N,-3635,,,,,,,,,,,72
2026-02-27,MC DEP 12374336,,100.68,"5,059.08",,-100.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-27,MC FEE 12233920,,-0.14,"5,058.94",,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-02-27,VSA FEE12233920,,-0.08,"5,058.86",,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-03-02,Credit memo,FT916846582,40914,"45,972.86",,,,,,,,,,,,,,,,,,,,,,,,,,-40914,,,,,,,,,,,,,,,,,,,,,,0,,TRF-097,CAN 1015 USD,Y,29744.478,,,,,,,,,,,73
2026-03-02,AMX DEP12233920,,-0.7,"45,972.16",,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-03-02,AMX FEE12233920,,-5.65,"45,966.51",,,,,,,,,,,,,,,,,,,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-03-02,AMX FEE12374336,,-9.21,"45,957.30",,,,,,,,,,,,,,,,,,,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-03-02,INT FEE12374336,,-0.34,"45,956.96",,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
